Position,TrackName,Artist,URL,Date,Id_Song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,month_year
21,Trái Đất Này (feat. Dế Choắt & B:Okeh),RAP VIỆT,https://open.spotify.com/track/0Ob6qTPQ5UjaVvuG5JwlDH,2020-10-22,0Ob6qTPQ5UjaVvuG5JwlDH,,,,,,,,,,,,,,2020-10
22,Ngây Thơ,Tăng Duy Tân,https://open.spotify.com/track/5afb1tuAsDOnZUPwFjEbPM,2020-10-22,5afb1tuAsDOnZUPwFjEbPM,,,,,,,,,,,,,,2020-10
23,This Way,CARA,https://open.spotify.com/track/4LWi5iOFhtccqLAWmInFXq,2020-10-22,4LWi5iOFhtccqLAWmInFXq,,,,,,,,,,,,,,2020-10
24,Mad at Disney,salem ilese,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,2020-10-22,7aGyRfJWtLqgJaZoG9lJhE,,,,,,,,,,,,,,2020-10
25,What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-22,1tkg4EHVoqnhR6iFEXb60y,,,,,,,,,,,,,,2020-10
26,Em Bé,AMEE,https://open.spotify.com/track/4RZJObXQzsKQLd25LBjBG8,2020-10-22,4RZJObXQzsKQLd25LBjBG8,,,,,,,,,,,,,,2020-10
27,Lemon Tree,Fools Garden,https://open.spotify.com/track/4fXGWiVhlOLdhwRDP6pIFG,2020-10-22,4fXGWiVhlOLdhwRDP6pIFG,,,,,,,,,,,,,,2020-10
28,Pray,16 Typh,https://open.spotify.com/track/3eqSvzM0ju2xtjKzXk6x4L,2020-10-22,3eqSvzM0ju2xtjKzXk6x4L,,,,,,,,,,,,,,2020-10
29,Oblivion,Rufi-O,https://open.spotify.com/track/2zhPy8zbBf53XgTtkEbnbO,2020-10-22,2zhPy8zbBf53XgTtkEbnbO,,,,,,,,,,,,,,2020-10
30,Cá Cắn Câu (Hooked On Love),Mlee,https://open.spotify.com/track/61FiX7JzFhSfmB2CQz2XHR,2020-10-22,61FiX7JzFhSfmB2CQz2XHR,0.781,0.847,6,-5.275,1,0.04,0.135,0,0.09,0.521,97.989,244898,4,2020-10
31,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-10-22,0ri0Han4IRJhzvERHOZTMr,,,,,,,,,,,,,,2020-10
32,Viva La Vida,Shalom Margaret,https://open.spotify.com/track/40IvRPm1MXE4dOkEdCktcc,2020-10-22,40IvRPm1MXE4dOkEdCktcc,,,,,,,,,,,,,,2020-10
33,Missing You,Phuong Ly,https://open.spotify.com/track/1AAGvzJRWMTKx7PNfeTvP4,2020-10-22,1AAGvzJRWMTKx7PNfeTvP4,,,,,,,,,,,,,,2020-10
34,Chuyện Rằng,Thịnh Suy,https://open.spotify.com/track/3VOeGtJwJh2jslvQAFaaEn,2020-10-22,3VOeGtJwJh2jslvQAFaaEn,,,,,,,,,,,,,,2020-10
35,Stream Đến Bao Giờ,Độ Mixi,https://open.spotify.com/track/1jTDLsnuuAWcJnW3zj3yC7,2020-10-22,1jTDLsnuuAWcJnW3zj3yC7,,,,,,,,,,,,,,2020-10
36,Nàng Thơ,Hoang Dung,https://open.spotify.com/track/2LykruN1mQlg9nuUaE7dvQ,2020-10-22,2LykruN1mQlg9nuUaE7dvQ,0.512,0.456,0,-7.285,1,0.0328,0.773,0,0.154,0.163,122.886,254476,4,2020-10
37,Bad Boy,CHUNG HA,https://open.spotify.com/track/1WCOna34eEMPgjfOOZkGQc,2020-10-22,1WCOna34eEMPgjfOOZkGQc,,,,,,,,,,,,,,2020-10
38,Blue Tequila,Táo,https://open.spotify.com/track/4Ba99csVDlRFQILO5cSi7I,2020-10-22,4Ba99csVDlRFQILO5cSi7I,,,,,,,,,,,,,,2020-10
39,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-22,0AUvWawuP0ibk4SQ3sIZjk,,,,,,,,,,,,,,2020-10
40,Telescope (feat. Transviolet) (feat. Transviolet),Tim Legend,https://open.spotify.com/track/1OS490EO5cVK5ht55dLlB3,2020-10-22,1OS490EO5cVK5ht55dLlB3,,,,,,,,,,,,,,2020-10
41,Encontro de Erros - Ao Vivo,Pixote,https://open.spotify.com/track/34lUr8VRDgMcYjiVJTkgCI,2020-10-22,34lUr8VRDgMcYjiVJTkgCI,,,,,,,,,,,,,,2020-10
42,Late Night,Rude Boy,https://open.spotify.com/track/0yJT4yme4CziPA5d7Ci83h,2020-10-22,0yJT4yme4CziPA5d7Ci83h,,,,,,,,,,,,,,2020-10
43,Sofia,Clairo,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,2020-10-22,7B3z0ySL9Rr0XvZEAjWZzM,,,,,,,,,,,,,,2020-10
44,Tỏa Sáng (feat. F & R.I.C),RAP VIỆT,https://open.spotify.com/track/5ZwewxWd486cRaptkYYjlB,2020-10-22,5ZwewxWd486cRaptkYYjlB,,,,,,,,,,,,,,2020-10
45,Tình Nào Không Như Tình Đầu,Trung Quan,https://open.spotify.com/track/5HaKldnT9gWe70hr8bstmh,2020-10-22,5HaKldnT9gWe70hr8bstmh,,,,,,,,,,,,,,2020-10
46,Viva la Vida,Kaitlyn Marie Oliveira,https://open.spotify.com/track/6QoEIlo3Ayfy6CHVKe6wQX,2020-10-22,6QoEIlo3Ayfy6CHVKe6wQX,,,,,,,,,,,,,,2020-10
47,Yêu,7UPPERCUTS,https://open.spotify.com/track/5fxYbuTGf1RzPUuOS3IBZa,2020-10-22,5fxYbuTGf1RzPUuOS3IBZa,0.751,0.764,4,-5.188,1,0.04,0.0159,0.168,0.226,0.904,120.047,186000,4,2020-10
48,3 1 0 7,W/N,https://open.spotify.com/track/42pZsfo15M63tgCpDeGCx6,2020-10-22,42pZsfo15M63tgCpDeGCx6,,,,,,,,,,,,,,2020-10
49,Cùng Anh Lắng Nghe,Nguyễn Hữu Kha,https://open.spotify.com/track/2C7Zc1jxkC6XqgKvm7hly4,2020-10-22,2C7Zc1jxkC6XqgKvm7hly4,,,,,,,,,,,,,,2020-10
50,LOST,Obito,https://open.spotify.com/track/2ZFjoxmGTJqcjAGFJtqwav,2020-10-22,2ZFjoxmGTJqcjAGFJtqwav,,,,,,,,,,,,,,2020-10
1,"M.A.Y (feat. RPT MCK, Duy Andy & Yuno Bigboi)",RAP VIỆT,https://open.spotify.com/track/0hGuiTI3U6XjelBbPf4YqG,2020-10-29,0hGuiTI3U6XjelBbPf4YqG,,,,,,,,,,,,,,2020-10
2,Ở Lại Đây (feat. Yang & Gill),RAP VIỆT,https://open.spotify.com/track/1fMLlneaBGENo5jhG1nZrM,2020-10-29,1fMLlneaBGENo5jhG1nZrM,,,,,,,,,,,,,,2020-10
3,Tình Yêu Khủng Long,Fay,https://open.spotify.com/track/6DY7tKFQwgqcUBNd8gidJK,2020-10-29,6DY7tKFQwgqcUBNd8gidJK,,,,,,,,,,,,,,2020-10
4,Đúng Cũng Thành Sai,Mỹ Tâm,https://open.spotify.com/track/33weHbON0j21ZPUMc0ZKTt,2020-10-29,33weHbON0j21ZPUMc0ZKTt,,,,,,,,,,,,,,2020-10
5,Phố Cũ Còn Anh,Quinn,https://open.spotify.com/track/6NF5nPpgBzC5NGjjQJEGlD,2020-10-29,6NF5nPpgBzC5NGjjQJEGlD,,,,,,,,,,,,,,2020-10
6,Deep End,Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,2020-10-29,6HlE9t71z9DjGi7KqSyEpA,,,,,,,,,,,,,,2020-10
7,Thích Quá Rùi Nà,Tlinh,https://open.spotify.com/track/6jcG3yZ0e2CSI6omkYO1ut,2020-10-29,6jcG3yZ0e2CSI6omkYO1ut,,,,,,,,,,,,,,2020-10
8,MOT NGUOI VI EM,Wean,https://open.spotify.com/track/6lmJXxTcLTe6bdgwSfTqhO,2020-10-29,6lmJXxTcLTe6bdgwSfTqhO,,,,,,,,,,,,,,2020-10
9,"Thế Giới Tam Giác (feat. Tage, Gừng)",RAP VIỆT,https://open.spotify.com/track/6N4fFy51om0zORNRNZFjf1,2020-10-29,6N4fFy51om0zORNRNZFjf1,,,,,,,,,,,,,,2020-10
10,Don't Waste My Time,16 Typh,https://open.spotify.com/track/61PVBeR9U3a3O6pwiuF6SM,2020-10-29,61PVBeR9U3a3O6pwiuF6SM,,,,,,,,,,,,,,2020-10
11,Thiên Hạ Hữu Tình Nhân,Juky San,https://open.spotify.com/track/6FTxzLUjN8fu8pp9H4VqUg,2020-10-29,6FTxzLUjN8fu8pp9H4VqUg,,,,,,,,,,,,,,2020-10
12,What Lovers Do - TikTok Remix,Eduardo Luzquiños,https://open.spotify.com/track/2JdXkygz14KxGIglVzKbj9,2020-10-29,2JdXkygz14KxGIglVzKbj9,,,,,,,,,,,,,,2020-10
13,Hoa Hải Đường,Jack - J97,https://open.spotify.com/track/0J2otOvMdg62gVMMjwOvSK,2020-10-29,0J2otOvMdg62gVMMjwOvSK,,,,,,,,,,,,,,2020-10
14,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-10-29,0ri0Han4IRJhzvERHOZTMr,,,,,,,,,,,,,,2020-10
15,Pray,16 Typh,https://open.spotify.com/track/3eqSvzM0ju2xtjKzXk6x4L,2020-10-29,3eqSvzM0ju2xtjKzXk6x4L,,,,,,,,,,,,,,2020-10
16,Past Lives,Martin Arteta,https://open.spotify.com/track/3YaRY9vbpnggTArCdGVXnS,2020-10-29,3YaRY9vbpnggTArCdGVXnS,,,,,,,,,,,,,,2020-10
17,Và Tôi (feat. Lăng LD & JBee7),RAP VIỆT,https://open.spotify.com/track/6OQSb8fIYI6vsQI8Nt4dV3,2020-10-29,6OQSb8fIYI6vsQI8Nt4dV3,,,,,,,,,,,,,,2020-10
18,Đừng (feat. Nul & Hydra),RAP VIỆT,https://open.spotify.com/track/3kGXcO0LCG7TNM1U1tRQo3,2020-10-29,3kGXcO0LCG7TNM1U1tRQo3,,,,,,,,,,,,,,2020-10
19,Lovefool,twocolors,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4,2020-10-29,51Of5p3lKZeOg6itfs4og4,,,,,,,,,,,,,,2020-10
20,"Bờm Hiện Đại (feat. BadBz, Đạt Dope)",RAP VIỆT,https://open.spotify.com/track/0355yMNASndIytivZz7qBw,2020-10-29,0355yMNASndIytivZz7qBw,,,,,,,,,,,,,,2020-10
21,Nguoi Oi Nguoi O Dung Ve (feat. Suboi),Đức Phúc,https://open.spotify.com/track/5uye47llqkE8Oyn56Y3IkW,2020-10-29,5uye47llqkE8Oyn56Y3IkW,,,,,,,,,,,,,,2020-10
22,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL,2020-10-29,4TgxFMOn5yoESW6zCidCXL,,,,,,,,,,,,,,2020-10
23,With You (Ngẫu Hứng),Nick Strand,https://open.spotify.com/track/6JMtXWb8G1C6B54v24JumD,2020-10-29,6JMtXWb8G1C6B54v24JumD,,,,,,,,,,,,,,2020-10
24,Em Bé,AMEE,https://open.spotify.com/track/4RZJObXQzsKQLd25LBjBG8,2020-10-29,4RZJObXQzsKQLd25LBjBG8,,,,,,,,,,,,,,2020-10
25,Lovesick Girls,BLACKPINK,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-29,4Ws314Ylb27BVsvlZOy30C,,,,,,,,,,,,,,2020-10
26,Lemon Tree,DJ Desa,https://open.spotify.com/track/5H14xBAuFG3T8JhokaCjwo,2020-10-29,5H14xBAuFG3T8JhokaCjwo,,,,,,,,,,,,,,2020-10
27,"Kẹt Xe (feat. Lor, Kuboss)",RAP VIỆT,https://open.spotify.com/track/0wW7BgZkyYDuNHkaawWHGD,2020-10-29,0wW7BgZkyYDuNHkaawWHGD,,,,,,,,,,,,,,2020-10
28,Telescope (feat. Transviolet) (feat. Transviolet),Tim Legend,https://open.spotify.com/track/1OS490EO5cVK5ht55dLlB3,2020-10-29,1OS490EO5cVK5ht55dLlB3,,,,,,,,,,,,,,2020-10
29,M.E.R (Mê Em Rồi),Tez,https://open.spotify.com/track/6EKItdUFvHzORCWS1uMRNZ,2020-10-29,6EKItdUFvHzORCWS1uMRNZ,,,,,,,,,,,,,,2020-10
30,Cá Cắn Câu (Hooked On Love),Mlee,https://open.spotify.com/track/61FiX7JzFhSfmB2CQz2XHR,2020-10-29,61FiX7JzFhSfmB2CQz2XHR,,,,,,,,,,,,,,2020-10
31,Viva La Vida,Shalom Margaret,https://open.spotify.com/track/40IvRPm1MXE4dOkEdCktcc,2020-10-29,40IvRPm1MXE4dOkEdCktcc,,,,,,,,,,,,,,2020-10
32,Tỏa Sáng (feat. F & R.I.C),RAP VIỆT,https://open.spotify.com/track/5ZwewxWd486cRaptkYYjlB,2020-10-29,5ZwewxWd486cRaptkYYjlB,,,,,,,,,,,,,,2020-10
33,Sofia,Clairo,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,2020-10-29,7B3z0ySL9Rr0XvZEAjWZzM,,,,,,,,,,,,,,2020-10
34,Chuyện Rằng,Thịnh Suy,https://open.spotify.com/track/3VOeGtJwJh2jslvQAFaaEn,2020-10-29,3VOeGtJwJh2jslvQAFaaEn,,,,,,,,,,,,,,2020-10
35,Trái Đất Này (feat. Dế Choắt & B:Okeh),RAP VIỆT,https://open.spotify.com/track/0Ob6qTPQ5UjaVvuG5JwlDH,2020-10-29,0Ob6qTPQ5UjaVvuG5JwlDH,,,,,,,,,,,,,,2020-10
36,Reveries,Ava Cerasoli,https://open.spotify.com/track/2Wq70oxNy3i4KOW175fUs2,2020-10-29,2Wq70oxNy3i4KOW175fUs2,,,,,,,,,,,,,,2020-10
37,Blue Tequila,Táo,https://open.spotify.com/track/4Ba99csVDlRFQILO5cSi7I,2020-10-29,4Ba99csVDlRFQILO5cSi7I,,,,,,,,,,,,,,2020-10
38,Put Your Records On,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-29,6AGOKlMZWLCaEJGnaROtF9,,,,,,,,,,,,,,2020-10
39,Tối Thứ 7,Groovie Lã Thắng,https://open.spotify.com/track/0kpIb1LR33EaViU3NoNPlQ,2020-10-29,0kpIb1LR33EaViU3NoNPlQ,,,,,,,,,,,,,,2020-10
40,Lemon Tree,Fools Garden,https://open.spotify.com/track/4fXGWiVhlOLdhwRDP6pIFG,2020-10-29,4fXGWiVhlOLdhwRDP6pIFG,,,,,,,,,,,,,,2020-10
41,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-29,0AUvWawuP0ibk4SQ3sIZjk,,,,,,,,,,,,,,2020-10
42,Nàng Thơ,Hoang Dung,https://open.spotify.com/track/2LykruN1mQlg9nuUaE7dvQ,2020-10-29,2LykruN1mQlg9nuUaE7dvQ,,,,,,,,,,,,,,2020-10
43,Sống Sai,The Flob,https://open.spotify.com/track/3efarMJlD0uY664sBZCx7m,2020-10-29,3efarMJlD0uY664sBZCx7m,,,,,,,,,,,,,,2020-10
44,What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-29,1tkg4EHVoqnhR6iFEXb60y,,,,,,,,,,,,,,2020-10
45,Ride Around Town,16 Typh,https://open.spotify.com/track/1yNE2SelEwnAc2zaoDYjn1,2020-10-29,1yNE2SelEwnAc2zaoDYjn1,,,,,,,,,,,,,,2020-10
46,Đã Bao Giờ,Phách Ca,https://open.spotify.com/track/1YOrIMnKYGQGyr173Qks0Y,2020-10-29,1YOrIMnKYGQGyr173Qks0Y,,,,,,,,,,,,,,2020-10
47,Pretty Savage,BLACKPINK,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,2020-10-29,1XnpzbOGptRwfJhZgLbmSr,,,,,,,,,,,,,,2020-10
48,tonight,demxntia,https://open.spotify.com/track/1869eRZA3YeXKKKwmViVO1,2020-10-29,1869eRZA3YeXKKKwmViVO1,,,,,,,,,,,,,,2020-10
49,Oblivion,Rufi-O,https://open.spotify.com/track/2zhPy8zbBf53XgTtkEbnbO,2020-10-29,2zhPy8zbBf53XgTtkEbnbO,,,,,,,,,,,,,,2020-10
50,Wonder,Shawn Mendes,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,2020-10-29,5KCbr5ndeby4y4ggthdiAb,,,,,,,,,,,,,,2020-10
1,Tình Yêu Khủng Long,Fay,https://open.spotify.com/track/6DY7tKFQwgqcUBNd8gidJK,2020-11-05,6DY7tKFQwgqcUBNd8gidJK,,,,,,,,,,,,,,2020-11
2,Đánh Mất Em (Lofi Ver.),Quang Đăng Trần,https://open.spotify.com/track/1Qv4Gm6jCjK9wzZ9IXqFHE,2020-11-05,1Qv4Gm6jCjK9wzZ9IXqFHE,,,,,,,,,,,,,,2020-11
3,"M.A.Y (feat. RPT MCK, Duy Andy & Yuno Bigboi)",RAP VIỆT,https://open.spotify.com/track/0hGuiTI3U6XjelBbPf4YqG,2020-11-05,0hGuiTI3U6XjelBbPf4YqG,,,,,,,,,,,,,,2020-11
4,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-11-05,0ri0Han4IRJhzvERHOZTMr,,,,,,,,,,,,,,2020-11
5,Deep End,Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,2020-11-05,6HlE9t71z9DjGi7KqSyEpA,,,,,,,,,,,,,,2020-11
6,Sơn Tinh Thuỷ Tinh (feat. R.Tee & Ricky Star),RAP VIỆT,https://open.spotify.com/track/4IFoXTW2u2ZaLVDM9xUs9F,2020-11-05,4IFoXTW2u2ZaLVDM9xUs9F,,,,,,,,,,,,,,2020-11
7,Đúng Cũng Thành Sai,Mỹ Tâm,https://open.spotify.com/track/33weHbON0j21ZPUMc0ZKTt,2020-11-05,33weHbON0j21ZPUMc0ZKTt,,,,,,,,,,,,,,2020-11
8,Gặp Nhau Là Skrrtt (feat. 16 Typh & LeeBoo),RAP VIỆT,https://open.spotify.com/track/5FLgwSb4vP10d0nIo5N0tR,2020-11-05,5FLgwSb4vP10d0nIo5N0tR,,,,,,,,,,,,,,2020-11
9,"Đây Là Rap Việt (feat. Wowy, Karik, Suboi, Binz, Rhymastic & JustaTee)",RAP VIỆT,https://open.spotify.com/track/3nHbNyuUsVmtwHAcpeOrZR,2020-11-05,3nHbNyuUsVmtwHAcpeOrZR,,,,,,,,,,,,,,2020-11
10,Anh Mệt Rồi (Lofi Ver.),Anh Quân,https://open.spotify.com/track/43EN6U5AgIu06bbZ0pfHv9,2020-11-05,43EN6U5AgIu06bbZ0pfHv9,,,,,,,,,,,,,,2020-11
11,Thích Quá Rùi Nà,Tlinh,https://open.spotify.com/track/6jcG3yZ0e2CSI6omkYO1ut,2020-11-05,6jcG3yZ0e2CSI6omkYO1ut,,,,,,,,,,,,,,2020-11
12,Bởi Vì Là Khi Yêu,Lyly,https://open.spotify.com/track/57idtlQlKCv3toIDtx5LaX,2020-11-05,57idtlQlKCv3toIDtx5LaX,,,,,,,,,,,,,,2020-11
13,MOT NGUOI VI EM,Wean,https://open.spotify.com/track/6lmJXxTcLTe6bdgwSfTqhO,2020-11-05,6lmJXxTcLTe6bdgwSfTqhO,,,,,,,,,,,,,,2020-11
14,Don't Waste My Time,16 Typh,https://open.spotify.com/track/61PVBeR9U3a3O6pwiuF6SM,2020-11-05,61PVBeR9U3a3O6pwiuF6SM,,,,,,,,,,,,,,2020-11
15,Em Không Đi Đâu,QNT,https://open.spotify.com/track/0QMGkZe79NVt097rQKUFUs,2020-11-05,0QMGkZe79NVt097rQKUFUs,,,,,,,,,,,,,,2020-11
16,Rằm Tháng 7 (feat. R.Tee),RAP VIỆT,https://open.spotify.com/track/5AMPKrIvt28vOblDdQdTZF,2020-11-05,5AMPKrIvt28vOblDdQdTZF,,,,,,,,,,,,,,2020-11
17,Bắc Kim Thang (feat. Ricky Star),RAP VIỆT,https://open.spotify.com/track/0OhDeFddFZHDap8wRQQCuF,2020-11-05,0OhDeFddFZHDap8wRQQCuF,,,,,,,,,,,,,,2020-11
18,Katy (feat. RPT Gonzo),RAP VIỆT,https://open.spotify.com/track/3T1ituhIzhnLxpDgKAVHxk,2020-11-05,3T1ituhIzhnLxpDgKAVHxk,,,,,,,,,,,,,,2020-11
19,Beethoven Trappin' (feat. Hành Or),RAP VIỆT,https://open.spotify.com/track/04y0Qlebn8qSaEVSIGZYrk,2020-11-05,04y0Qlebn8qSaEVSIGZYrk,,,,,,,,,,,,,,2020-11
20,Tình Ca (feat. Lăng LD),RAP VIỆT,https://open.spotify.com/track/5lxKfprZ1GrQGObTjXAXQn,2020-11-05,5lxKfprZ1GrQGObTjXAXQn,,,,,,,,,,,,,,2020-11
21,Ở Lại Đây (feat. Yang & Gill),RAP VIỆT,https://open.spotify.com/track/1fMLlneaBGENo5jhG1nZrM,2020-11-05,1fMLlneaBGENo5jhG1nZrM,,,,,,,,,,,,,,2020-11
22,Mùi Hương,Anh Khang,https://open.spotify.com/track/3MaufUx9lWO05SgX7aEvhV,2020-11-05,3MaufUx9lWO05SgX7aEvhV,,,,,,,,,,,,,,2020-11
23,Hoa Hải Đường,Jack - J97,https://open.spotify.com/track/0J2otOvMdg62gVMMjwOvSK,2020-11-05,0J2otOvMdg62gVMMjwOvSK,,,,,,,,,,,,,,2020-11
24,Make A Wish (Birthday Song),NCT U,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia,2020-11-05,6FdShjf7nA2cqEnpv1tIia,,,,,,,,,,,,,,2020-11
25,24h,Lyly,https://open.spotify.com/track/4inMQ83GNpQ2OHDredH5hW,2020-11-05,4inMQ83GNpQ2OHDredH5hW,,,,,,,,,,,,,,2020-11
26,Lovefool,twocolors,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4,2020-11-05,51Of5p3lKZeOg6itfs4og4,,,,,,,,,,,,,,2020-11
27,60 Năm Cuộc Đời (feat. Lor),RAP VIỆT,https://open.spotify.com/track/3BeEnrOYFjA6LrxFEsSdes,2020-11-05,3BeEnrOYFjA6LrxFEsSdes,,,,,,,,,,,,,,2020-11
28,Hạt Cát Bụi Vàng (feat. RPT Gonzo & Thành Draw),RAP VIỆT,https://open.spotify.com/track/1LYzMbBLdXn7AAS1HKK6Pk,2020-11-05,1LYzMbBLdXn7AAS1HKK6Pk,,,,,,,,,,,,,,2020-11
29,Lemon Tree,DJ Desa,https://open.spotify.com/track/5H14xBAuFG3T8JhokaCjwo,2020-11-05,5H14xBAuFG3T8JhokaCjwo,,,,,,,,,,,,,,2020-11
30,To The Moon,hooligan.,https://open.spotify.com/track/1CyYcBdukmFjFibDZaDlHc,2020-11-05,1CyYcBdukmFjFibDZaDlHc,,,,,,,,,,,,,,2020-11
31,Thiên Hạ Hữu Tình Nhân,Juky San,https://open.spotify.com/track/6FTxzLUjN8fu8pp9H4VqUg,2020-11-05,6FTxzLUjN8fu8pp9H4VqUg,,,,,,,,,,,,,,2020-11
32,Pray,16 Typh,https://open.spotify.com/track/3eqSvzM0ju2xtjKzXk6x4L,2020-11-05,3eqSvzM0ju2xtjKzXk6x4L,,,,,,,,,,,,,,2020-11
33,tonight,demxntia,https://open.spotify.com/track/1869eRZA3YeXKKKwmViVO1,2020-11-05,1869eRZA3YeXKKKwmViVO1,,,,,,,,,,,,,,2020-11
34,What Lovers Do - TikTok Remix,Eduardo Luzquiños,https://open.spotify.com/track/2JdXkygz14KxGIglVzKbj9,2020-11-05,2JdXkygz14KxGIglVzKbj9,,,,,,,,,,,,,,2020-11
35,Telescope (feat. Transviolet) (feat. Transviolet),Tim Legend,https://open.spotify.com/track/1OS490EO5cVK5ht55dLlB3,2020-11-05,1OS490EO5cVK5ht55dLlB3,,,,,,,,,,,,,,2020-11
36,Viva La Vida,Shalom Margaret,https://open.spotify.com/track/40IvRPm1MXE4dOkEdCktcc,2020-11-05,40IvRPm1MXE4dOkEdCktcc,,,,,,,,,,,,,,2020-11
37,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL,2020-11-05,4TgxFMOn5yoESW6zCidCXL,,,,,,,,,,,,,,2020-11
38,Nàng Thơ,Hoang Dung,https://open.spotify.com/track/2LykruN1mQlg9nuUaE7dvQ,2020-11-05,2LykruN1mQlg9nuUaE7dvQ,,,,,,,,,,,,,,2020-11
39,Unexpected (feat. Gừng),RAP VIỆT,https://open.spotify.com/track/2t6XgZXVOzm0VEIdilVQqm,2020-11-05,2t6XgZXVOzm0VEIdilVQqm,,,,,,,,,,,,,,2020-11
40,Hành Trình Đến Rap (feat. Duy Andy),RAP VIỆT,https://open.spotify.com/track/49bJ7iz4kyskuaeMvcOsgS,2020-11-05,49bJ7iz4kyskuaeMvcOsgS,,,,,,,,,,,,,,2020-11
41,DON'T TOUCH ME,REFUND SISTERS,https://open.spotify.com/track/5WYW22IZkApppYwwJfZ7wC,2020-11-05,5WYW22IZkApppYwwJfZ7wC,,,,,,,,,,,,,,2020-11
42,Ối Giời Ơi (feat. RPT Orijinn),RAP VIỆT,https://open.spotify.com/track/2Gw7zrKI7tyes5IYlhyVqt,2020-11-05,2Gw7zrKI7tyes5IYlhyVqt,,,,,,,,,,,,,,2020-11
43,Sofia,Clairo,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,2020-11-05,7B3z0ySL9Rr0XvZEAjWZzM,,,,,,,,,,,,,,2020-11
44,Chuyện Rằng,Thịnh Suy,https://open.spotify.com/track/3VOeGtJwJh2jslvQAFaaEn,2020-11-05,3VOeGtJwJh2jslvQAFaaEn,,,,,,,,,,,,,,2020-11
45,Lemon Tree,Fools Garden,https://open.spotify.com/track/4fXGWiVhlOLdhwRDP6pIFG,2020-11-05,4fXGWiVhlOLdhwRDP6pIFG,,,,,,,,,,,,,,2020-11
46,From Home,NCT U,https://open.spotify.com/track/3SHcE3vk03KHPKHzvTKs5j,2020-11-05,3SHcE3vk03KHPKHzvTKs5j,,,,,,,,,,,,,,2020-11
47,Past Lives,Martin Arteta,https://open.spotify.com/track/3YaRY9vbpnggTArCdGVXnS,2020-11-05,3YaRY9vbpnggTArCdGVXnS,,,,,,,,,,,,,,2020-11
48,Blue Tequila,Táo,https://open.spotify.com/track/4Ba99csVDlRFQILO5cSi7I,2020-11-05,4Ba99csVDlRFQILO5cSi7I,,,,,,,,,,,,,,2020-11
49,Missing You,Phuong Ly,https://open.spotify.com/track/1AAGvzJRWMTKx7PNfeTvP4,2020-11-05,1AAGvzJRWMTKx7PNfeTvP4,,,,,,,,,,,,,,2020-11
50,Em Bé,AMEE,https://open.spotify.com/track/4RZJObXQzsKQLd25LBjBG8,2020-11-05,4RZJObXQzsKQLd25LBjBG8,,,,,,,,,,,,,,2020-11
1,Người Ấy Là Ai (feat. 16 Typh),RAP VIỆT,https://open.spotify.com/track/6523STZxyVjkdIKPB6CHfH,2020-11-12,6523STZxyVjkdIKPB6CHfH,,,,,,,,,,,,,,2020-11
2,Mượn Rượu Tỏ Tình,King Of Rap,https://open.spotify.com/track/4Jp3HONKA2ztto0nDs8Qgt,2020-11-12,4Jp3HONKA2ztto0nDs8Qgt,,,,,,,,,,,,,,2020-11
3,Tình Yêu Khủng Long,Fay,https://open.spotify.com/track/6DY7tKFQwgqcUBNd8gidJK,2020-11-12,6DY7tKFQwgqcUBNd8gidJK,,,,,,,,,,,,,,2020-11
