Position,TrackName,Artist,URL,Date,Id_Song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,month_year
1,Mascara,Chillies,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,2020-01-02,2Jaaw8PrdUfPlU6o6tL5dl,0.652,0.363,2,-9.852,1,0.0292,0.699,0.000121,0.147,0.196,113.976,295790,4,2020-01
2,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-02,4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382,4,2020-01
3,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-02,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4,2020-01
4,Nghe Em,Thịnh Suy,https://open.spotify.com/track/5WHuqG7vz4Hy0BU47fPpVp,2020-01-02,5WHuqG7vz4Hy0BU47fPpVp,0.576,0.18,9,-14.24,1,0.0317,0.908,0,0.0863,0.4,129.874,268591,4,2020-01
5,To Each His Own,Talos,https://open.spotify.com/track/0LQqaXgLL3e3dkPBpkwlGU,2020-01-02,0LQqaXgLL3e3dkPBpkwlGU,0.298,0.423,2,-8.256,1,0.0452,0.858,0.00000467,0.108,0.118,79.882,190160,4,2020-01
6,Wrap Me In Plastic - Marcus Layton Radio Edit,CHROMANCE,https://open.spotify.com/track/3n2P3ipLt5mPFVaM0fJHNR,2020-01-02,3n2P3ipLt5mPFVaM0fJHNR,0.917,0.612,5,-2.183,0,0.0854,0.238,0.0000228,0.0585,0.679,89.961,193320,4,2020-01
7,NOBODY,Blue.D,https://open.spotify.com/track/0iBh2ZfirDzFDkqrvkvoiW,2020-01-02,0iBh2ZfirDzFDkqrvkvoiW,0.53,0.426,5,-7.134,0,0.0511,0.564,0,0.299,0.485,87.201,201184,4,2020-01
8,Can We Kiss Forever?,Kina,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-01-02,58wyJLv6yH1La9NIZPl3ne,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,4,2020-01
9,Lối Nhỏ,Đen,https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS,2020-01-02,22F7P7QnaVspdf5rKveBaS,0.634,0.476,4,-7.714,0,0.0393,0.84,0.000137,0.079,0.425,184.061,252953,4,2020-01
10,Tự Tâm,Nguyễn Trần Trung Quân,https://open.spotify.com/track/75kOzkIGZ7WB9s5rOxICf0,2020-01-02,75kOzkIGZ7WB9s5rOxICf0,0.45,0.474,4,-10.155,0,0.0367,0.746,0.0000012,0.111,0.348,81.949,301437,4,2020-01
11,Kho Ve Nu Cuoi (feat. Du Uyen),Đạt G,https://open.spotify.com/track/0piLGIj0C7RR4B2gowEqmO,2020-01-02,0piLGIj0C7RR4B2gowEqmO,0.458,0.332,1,-10.249,0,0.0309,0.73,0,0.101,0.263,130.214,332308,4,2020-01
12,Có Chàng Trai Viết Lên Cây,Hương Ly,https://open.spotify.com/track/2nv9DTgVyvV09rgZmougfY,2020-01-02,2nv9DTgVyvV09rgZmougfY,0.537,0.196,10,-11.176,1,0.0511,0.949,0.00000147,0.0879,0.141,179.976,262734,4,2020-01
13,Duyen Am,Hoang Thuy Linh,https://open.spotify.com/track/5dZHey2U2xrNpvgyop8URS,2020-01-02,5dZHey2U2xrNpvgyop8URS,0.75,0.649,4,-5.15,1,0.0437,0.475,0.000382,0.19,0.402,99.997,179541,4,2020-01
14,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2020-01-02,3VyjsVV24RmBIbWJAeUJNu,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4,2020-01
15,Dance Monkey - Stripped Back,Tones And I,https://open.spotify.com/track/1ooBIqsmV1ocRldBZrvLPD,2020-01-02,1ooBIqsmV1ocRldBZrvLPD,0.664,0.212,6,-7.762,0,0.046,0.931,0,0.102,0.574,83.245,171461,4,2020-01
16,Anh Đợi Em Được Không,Mỹ Tâm,https://open.spotify.com/track/2P9M7q49JXnwiab4TosOpW,2020-01-02,2P9M7q49JXnwiab4TosOpW,0.684,0.412,7,-6.927,1,0.0256,0.876,0.000071,0.38,0.211,93.989,276791,4,2020-01
17,2 5,Táo,https://open.spotify.com/track/4sf6dQ41b9iEVopLnZJD7X,2020-01-02,4sf6dQ41b9iEVopLnZJD7X,0.802,0.393,11,-13.217,1,0.0536,0.783,0.011,0.116,0.422,114.986,252000,4,2020-01
18,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-02,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,2020-01
19,Có Người,Vu Cat Tuong,https://open.spotify.com/track/5pf3f5rhtUnZ1PeTcHKVdz,2020-01-02,5pf3f5rhtUnZ1PeTcHKVdz,0.656,0.293,6,-11.125,1,0.0323,0.728,0,0.159,0.278,115.972,236000,4,2020-01
20,Make You Mine,PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-01-02,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,232907,4,2020-01
21,Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-02,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4,2020-01
22,Từng Yêu,Hương Ly,https://open.spotify.com/track/3TMsxtMLlRJAjuaQIOuhXl,2020-01-02,3TMsxtMLlRJAjuaQIOuhXl,0.576,0.195,11,-9.166,0,0.037,0.928,0.00000222,0.084,0.304,115.965,288972,4,2020-01
23,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-02,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5,2020-01
24,Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,https://open.spotify.com/track/031jyNUkkD02vrkgZDGJxu,2020-01-02,031jyNUkkD02vrkgZDGJxu,0.666,0.492,7,-8.214,0,0.0504,0.681,0.00436,0.131,0.683,87.996,214500,4,2020-01
25,Bet On Me,Suboi,https://open.spotify.com/track/62yjCIcPBDX9v2XubelRxt,2020-01-02,62yjCIcPBDX9v2XubelRxt,0.646,0.401,1,-8.927,1,0.0384,0.0784,0.0000974,0.184,0.316,128.003,224894,4,2020-01
26,Em Ơi Lên Phố,Hương Ly,https://open.spotify.com/track/14v67pBp6W4Q5WV11xUm1V,2020-01-02,14v67pBp6W4Q5WV11xUm1V,0.746,0.231,2,-11.085,0,0.0346,0.964,0.0000338,0.279,0.67,105.985,234011,4,2020-01
27,SUGA's Interlude,Halsey,https://open.spotify.com/track/5a0nHa7F4S9hb0Zi0zLS8w,2020-01-02,5a0nHa7F4S9hb0Zi0zLS8w,0.55,0.732,0,-6.88,1,0.105,0.0864,0,0.0425,0.246,153.836,138205,4,2020-01
28,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-01-02,7k4t7uLgtOxPwTpFmtJNTY,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,2020-01
29,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-01-02,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.577,0,0.158,0.256,0.00000357,0.0904,0.786,110.962,237893,4,2020-01
30,Rồi Mình Sẽ Gặp Nhau (Anh Trai Yêu Quái OST),Văn Mai Hương,https://open.spotify.com/track/71JPvFZmsb5RYxnUXZuLkz,2020-01-02,71JPvFZmsb5RYxnUXZuLkz,0.461,0.461,6,-6.92,1,0.0646,0.618,0,0.355,0.285,179.812,288000,4,2020-01
31,I'm Still Loving You,Noo Phước Thịnh,https://open.spotify.com/track/7vJyCz6Q8AE13xfPo6iQAz,2020-01-02,7vJyCz6Q8AE13xfPo6iQAz,0.754,0.716,3,-3.02,0,0.0641,0.158,0.0002,0.156,0.602,105.017,200000,4,2020-01
32,summertime,cinnamons,https://open.spotify.com/track/172zA5Yn0YzayQWvEJuGAm,2020-01-02,172zA5Yn0YzayQWvEJuGAm,0.688,0.704,3,-6.315,1,0.0303,0.104,0,0.0672,0.849,131.969,251818,4,2020-01
33,Hoàng Hôn,Cheung,https://open.spotify.com/track/0GdrFeLGWjlEcAfoQEMXH5,2020-01-02,0GdrFeLGWjlEcAfoQEMXH5,0.662,0.275,0,-12.446,0,0.0338,0.877,0.000277,0.161,0.254,116.094,250539,3,2020-01
34,HIP,MAMAMOO,https://open.spotify.com/track/24nK8tW7Pt3Inh2utttuoG,2020-01-02,24nK8tW7Pt3Inh2utttuoG,0.782,0.731,3,-4.581,0,0.143,0.0376,0.0000315,0.0956,0.824,138.032,195307,4,2020-01
35,Close Your Eyes,Felix Jaehn,https://open.spotify.com/track/7N06jo3EnV792VFaG8vuW6,2020-01-02,7N06jo3EnV792VFaG8vuW6,0.818,0.823,11,-3.563,0,0.2,0.0663,0.0000117,0.133,0.52,128.136,160794,4,2020-01
36,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,https://open.spotify.com/track/7AzGrpsT9kTI6OUdMXlHWe,2020-01-02,7AzGrpsT9kTI6OUdMXlHWe,0.273,0.283,0,-10.462,1,0.0278,0.668,0.00000517,0.0941,0.138,169.56,222847,4,2020-01
37,My Oh My (feat. DaBaby),Camila Cabello,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2020-01-02,3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,0.018,0.0000129,0.0887,0.383,105.046,170746,4,2020-01
38,Trampoline,SHAED,https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS,2020-01-02,4HBvwhhYo7YiYXkUDrOHzS,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,184280,4,2020-01
39,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-02,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4,2020-01
40,Và Thế Là Hết,Chillies,https://open.spotify.com/track/1lhdtLh7c6Y21O36qxCXxD,2020-01-02,1lhdtLh7c6Y21O36qxCXxD,0.531,0.317,1,-10.554,1,0.026,0.816,0.0000012,0.113,0.302,149.917,291651,3,2020-01
41,Adore You,Harry Styles,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-01-02,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,0.000007,0.102,0.569,99.048,207133,4,2020-01
42,Maniac,Conan Gray,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,2020-01-02,7hpJ9tATWb2vztlq99hERP,0.623,0.647,8,-5.438,1,0.04,0.00122,0,0.354,0.522,107.987,185787,4,2020-01
43,everything i wanted,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2020-01-02,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,2020-01
44,+DONE161201+,CL,https://open.spotify.com/track/1Ju2yM8mqYm5b9V6aEFohK,2020-01-02,1Ju2yM8mqYm5b9V6aEFohK,0.682,0.679,4,-5.091,1,0.0485,0.304,0,0.275,0.715,127.921,213968,4,2020-01
45,Hola - Remix,Dalex,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2020-01-02,5stPVcRqb4qixbafP9e8lt,0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,249520,4,2020-01
46,Blueming,IU,https://open.spotify.com/track/4Dr2hJ3EnVh2Aaot6fRwDO,2020-01-02,4Dr2hJ3EnVh2Aaot6fRwDO,0.819,0.674,0,-3.145,1,0.0587,0.0849,0,0.0667,0.682,106.032,217053,4,2020-01
47,Love Songs - Bonus,Kaash Paige,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,2020-01-02,6qL5UWxRSQYml9O99ozoLv,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4,2020-01
48,Uu Tu,Hiderway,https://open.spotify.com/track/5FWbZ72to32R4aTB8N09qP,2020-01-02,5FWbZ72to32R4aTB8N09qP,0.758,0.214,1,-14.455,1,0.039,0.659,0.0108,0.103,0.189,90.039,172687,4,2020-01
49,Put A Little Love On Me,Niall Horan,https://open.spotify.com/track/1hCTxutVVYvggAQcUUUZAT,2020-01-02,1hCTxutVVYvggAQcUUUZAT,0.584,0.465,10,-4.88,1,0.0262,0.678,0,0.106,0.299,95.969,224586,4,2020-01
50,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-02,6LcauUZjF1eXQrgqMUecHX,0.816,0.63,2,-5.568,1,0.226,0.133,0,0.0692,0.715,96.493,131607,4,2020-01
1,Mascara,Chillies,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,2020-01-09,2Jaaw8PrdUfPlU6o6tL5dl,0.652,0.363,2,-9.852,1,0.0292,0.699,0.000121,0.147,0.196,113.976,295790,4,2020-01
2,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-09,4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382,4,2020-01
3,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-09,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4,2020-01
4,NOBODY,Blue.D,https://open.spotify.com/track/0iBh2ZfirDzFDkqrvkvoiW,2020-01-09,0iBh2ZfirDzFDkqrvkvoiW,0.53,0.426,5,-7.134,0,0.0511,0.564,0,0.299,0.485,87.201,201184,4,2020-01
5,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2020-01-09,3VyjsVV24RmBIbWJAeUJNu,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4,2020-01
6,Crush 2,W/N,https://open.spotify.com/track/1r8YFqpfaD8SNe0LI1p1K5,2020-01-09,1r8YFqpfaD8SNe0LI1p1K5,0.85,0.337,11,-8.912,1,0.124,0.954,0,0.287,0.785,133.886,119588,4,2020-01
7,Có Chàng Trai Viết Lên Cây,Hương Ly,https://open.spotify.com/track/2nv9DTgVyvV09rgZmougfY,2020-01-09,2nv9DTgVyvV09rgZmougfY,0.537,0.196,10,-11.176,1,0.0511,0.949,0.00000147,0.0879,0.141,179.976,262734,4,2020-01
8,Đen đá và trà đào,DaREALEST,https://open.spotify.com/track/0MEj3TuVxryf6wR4OUl9ec,2020-01-09,0MEj3TuVxryf6wR4OUl9ec,0.806,0.471,11,-8.879,0,0.14,0.261,0.00000335,0.114,0.694,130.029,167987,4,2020-01
9,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2020-01-09,6U0FIYXCQ3TGrk4tFpLrEA,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,204533,4,2020-01
10,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-01-09,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.577,0,0.158,0.256,0.00000357,0.0904,0.786,110.962,237893,4,2020-01
11,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-09,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,2020-01
12,Nghe Em,Thịnh Suy,https://open.spotify.com/track/5WHuqG7vz4Hy0BU47fPpVp,2020-01-09,5WHuqG7vz4Hy0BU47fPpVp,0.576,0.18,9,-14.24,1,0.0317,0.908,0,0.0863,0.4,129.874,268591,4,2020-01
13,Can We Kiss Forever?,Kina,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-01-09,58wyJLv6yH1La9NIZPl3ne,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,4,2020-01
14,Lối Nhỏ,Đen,https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS,2020-01-09,22F7P7QnaVspdf5rKveBaS,0.634,0.476,4,-7.714,0,0.0393,0.84,0.000137,0.079,0.425,184.061,252953,4,2020-01
15,Kho Ve Nu Cuoi (feat. Du Uyen),Đạt G,https://open.spotify.com/track/0piLGIj0C7RR4B2gowEqmO,2020-01-09,0piLGIj0C7RR4B2gowEqmO,0.458,0.332,1,-10.249,0,0.0309,0.73,0,0.101,0.263,130.214,332308,4,2020-01
16,I Luv U (with R3HAB),Sofia Carson,https://open.spotify.com/track/7JTg1KbHm4FXeKL8vSmTqP,2020-01-09,7JTg1KbHm4FXeKL8vSmTqP,0.875,0.558,1,-6.164,1,0.0641,0.0532,0.0000214,0.116,0.44,96.072,150938,4,2020-01
17,Tự Tâm,Nguyễn Trần Trung Quân,https://open.spotify.com/track/75kOzkIGZ7WB9s5rOxICf0,2020-01-09,75kOzkIGZ7WB9s5rOxICf0,0.45,0.474,4,-10.155,0,0.0367,0.746,0.0000012,0.111,0.348,81.949,301437,4,2020-01
18,Anh Đợi Em Được Không,Mỹ Tâm,https://open.spotify.com/track/2P9M7q49JXnwiab4TosOpW,2020-01-09,2P9M7q49JXnwiab4TosOpW,0.684,0.412,7,-6.927,1,0.0256,0.876,0.000071,0.38,0.211,93.989,276791,4,2020-01
19,2 5,Táo,https://open.spotify.com/track/4sf6dQ41b9iEVopLnZJD7X,2020-01-09,4sf6dQ41b9iEVopLnZJD7X,0.802,0.393,11,-13.217,1,0.0536,0.783,0.011,0.116,0.422,114.986,252000,4,2020-01
20,Duyen Am,Hoang Thuy Linh,https://open.spotify.com/track/5dZHey2U2xrNpvgyop8URS,2020-01-09,5dZHey2U2xrNpvgyop8URS,0.75,0.649,4,-5.15,1,0.0437,0.475,0.000382,0.19,0.402,99.997,179541,4,2020-01
21,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-09,6LcauUZjF1eXQrgqMUecHX,0.816,0.63,2,-5.568,1,0.226,0.133,0,0.0692,0.715,96.493,131607,4,2020-01
22,Có Như Không Có,Hien Ho,https://open.spotify.com/track/1xAcTjxxWFJtzMIcJQ5jbI,2020-01-09,1xAcTjxxWFJtzMIcJQ5jbI,0.362,0.254,7,-12.47,1,0.0346,0.844,0.00000715,0.0847,0.37,131.268,273733,4,2020-01
23,Em Ơi Lên Phố,Hương Ly,https://open.spotify.com/track/14v67pBp6W4Q5WV11xUm1V,2020-01-09,14v67pBp6W4Q5WV11xUm1V,0.746,0.231,2,-11.085,0,0.0346,0.964,0.0000338,0.279,0.67,105.985,234011,4,2020-01
24,Cigarette,PAR SG,https://open.spotify.com/track/5VuJoNuYTWBVlvvhIe9L5g,2020-01-09,5VuJoNuYTWBVlvvhIe9L5g,0.513,0.244,3,-18.151,0,0.291,0.962,0.00181,0.12,0.372,82.511,162912,4,2020-01
25,Wrap Me In Plastic - Marcus Layton Radio Edit,CHROMANCE,https://open.spotify.com/track/3n2P3ipLt5mPFVaM0fJHNR,2020-01-09,3n2P3ipLt5mPFVaM0fJHNR,0.917,0.612,5,-2.183,0,0.0854,0.238,0.0000228,0.0585,0.679,89.961,193320,4,2020-01
26,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-09,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5,2020-01
27,i need a girl,Hatem Dardour,https://open.spotify.com/track/5Ok5qaxvvV33RtlGhfiweh,2020-01-09,5Ok5qaxvvV33RtlGhfiweh,0.633,0.102,9,-14.779,0,0.114,0.888,0.95,0.086,0.588,174.023,243987,4,2020-01
28,Trampoline (with ZAYN),SHAED,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,2020-01-09,1iQDltZqI7BXnHrFy4Qo1k,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,184280,4,2020-01
29,Ballin' (with Roddy Ricch),Mustard,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2020-01-09,3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,180435,4,2020-01
30,Make You Mine,PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-01-09,5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,232907,4,2020-01
31,Từng Yêu,Hương Ly,https://open.spotify.com/track/3TMsxtMLlRJAjuaQIOuhXl,2020-01-09,3TMsxtMLlRJAjuaQIOuhXl,0.576,0.195,11,-9.166,0,0.037,0.928,0.00000222,0.084,0.304,115.965,288972,4,2020-01
32,Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,https://open.spotify.com/track/031jyNUkkD02vrkgZDGJxu,2020-01-09,031jyNUkkD02vrkgZDGJxu,0.666,0.492,7,-8.214,0,0.0504,0.681,0.00436,0.131,0.683,87.996,214500,4,2020-01
33,Có Người,Vu Cat Tuong,https://open.spotify.com/track/5pf3f5rhtUnZ1PeTcHKVdz,2020-01-09,5pf3f5rhtUnZ1PeTcHKVdz,0.656,0.293,6,-11.125,1,0.0323,0.728,0,0.159,0.278,115.972,236000,4,2020-01
34,Hola - Remix,Dalex,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2020-01-09,5stPVcRqb4qixbafP9e8lt,0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,249520,4,2020-01
35,Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-09,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4,2020-01
36,To Each His Own,Talos,https://open.spotify.com/track/0LQqaXgLL3e3dkPBpkwlGU,2020-01-09,0LQqaXgLL3e3dkPBpkwlGU,0.298,0.423,2,-8.256,1,0.0452,0.858,0.00000467,0.108,0.118,79.882,190160,4,2020-01
37,I'm Still Loving You,Noo Phước Thịnh,https://open.spotify.com/track/7vJyCz6Q8AE13xfPo6iQAz,2020-01-09,7vJyCz6Q8AE13xfPo6iQAz,0.754,0.716,3,-3.02,0,0.0641,0.158,0.0002,0.156,0.602,105.017,200000,4,2020-01
38,My Oh My (feat. DaBaby),Camila Cabello,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2020-01-09,3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,0.018,0.0000129,0.0887,0.383,105.046,170746,4,2020-01
39,Blinding Lights,The Weeknd,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-09,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4,2020-01
40,Just Look for you,AILEE,https://open.spotify.com/track/1rP25u8w92R4rq1UttWSeq,2020-01-09,1rP25u8w92R4rq1UttWSeq,0.384,0.417,8,-5.303,1,0.0347,0.718,0,0.135,0.182,129.518,221747,4,2020-01
41,Futsal Shuffle 2020,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2020-01-09,2Ec33AVlkTTq8BHFgBTdQs,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,198913,4,2020-01
42,Buttercup,Jack Stauber,https://open.spotify.com/track/2mlGPkAx4kwF8Df0GlScsC,2020-01-09,2mlGPkAx4kwF8Df0GlScsC,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,208026,4,2020-01
43,Em Chưa Giấu Anh Điều Gì,D Blue,https://open.spotify.com/track/12KUUBU1iKt4fd5axR9RsS,2020-01-09,12KUUBU1iKt4fd5axR9RsS,0.819,0.476,10,-13.841,1,0.0567,0.147,0.00000367,0.134,0.355,105.011,249143,4,2020-01
44,Lý Do Nào Để Quay Lại Với Nhau,PAR SG,https://open.spotify.com/track/5il1lMB67V4Hhu3aMvHSSv,2020-01-09,5il1lMB67V4Hhu3aMvHSSv,0.732,0.444,2,-12.362,1,0.0401,0.439,0.0113,0.213,0.125,136.001,116000,4,2020-01
45,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,https://open.spotify.com/track/7AzGrpsT9kTI6OUdMXlHWe,2020-01-09,7AzGrpsT9kTI6OUdMXlHWe,0.273,0.283,0,-10.462,1,0.0278,0.668,0.00000517,0.0941,0.138,169.56,222847,4,2020-01
46,Rồi Mình Sẽ Gặp Nhau (Anh Trai Yêu Quái OST),Văn Mai Hương,https://open.spotify.com/track/71JPvFZmsb5RYxnUXZuLkz,2020-01-09,71JPvFZmsb5RYxnUXZuLkz,0.461,0.461,6,-6.92,1,0.0646,0.618,0,0.355,0.285,179.812,288000,4,2020-01
47,Ôi Tình Yêu Thật Điêu,Lena,https://open.spotify.com/track/7t5iTNgwdcqMB76Dl2UUDO,2020-01-09,7t5iTNgwdcqMB76Dl2UUDO,0.696,0.587,11,-9.013,0,0.0373,0.0106,0.000654,0.0907,0.499,115.085,244174,4,2020-01
48,everything i wanted,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2020-01-09,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,2020-01
49,Uu Tu,Hiderway,https://open.spotify.com/track/5FWbZ72to32R4aTB8N09qP,2020-01-09,5FWbZ72to32R4aTB8N09qP,0.758,0.214,1,-14.455,1,0.039,0.659,0.0108,0.103,0.189,90.039,172687,4,2020-01
50,+DONE161201+,CL,https://open.spotify.com/track/1Ju2yM8mqYm5b9V6aEFohK,2020-01-16,1Ju2yM8mqYm5b9V6aEFohK,0.682,0.679,4,-5.091,1,0.0485,0.304,0,0.275,0.715,127.921,213968,4,2020-01
1,Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,https://open.spotify.com/track/1U8bwOTAtnqlWMCn1mwYyj,2020-01-16,1U8bwOTAtnqlWMCn1mwYyj,,,,,,,,,,,,,,2020-01
2,Psycho,Red Velvet,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-01-16,3CYH422oy1cZNoo0GTG1TK,,,,,,,,,,,,,,2020-01
3,Mascara,Chillies,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,2020-01-16,2Jaaw8PrdUfPlU6o6tL5dl,,,,,,,,,,,,,,2020-01
4,The Train,Christopher Wong,https://open.spotify.com/track/3NRWXRYrw2brgIL8zBN4ih,2020-01-16,3NRWXRYrw2brgIL8zBN4ih,,,,,,,,,,,,,,2020-01
